Ghormach, Afghanistan,AF,35.73062,63.78264
Ghazni, Afghanistan,AF,33.55391,68.42096
Gereshk, Afghanistan,AF,31.82089,64.57005
Gardēz, Afghanistan,AF,33.59744,69.22592
Fayzabad, Afghanistan,AF,37.11664,70.58002
Farah, Afghanistan,AF,32.37451,62.11638
Kafir Qala, Afghanistan,AF,34.66667,61.06667
Charikar, Afghanistan,AF,35.01361,69.17139
Barakī Barak, Afghanistan,AF,33.96744,68.9492
Bāmyān, Afghanistan,AF,34.82156,67.82734
Balkh, Afghanistan,AF,36.75635,66.8972
Baghlān, Afghanistan,AF,36.13068,68.70829
Ārt Khwājah, Afghanistan,AF,37.08571,69.47958
Āsmār, Afghanistan,AF,35.03333,71.35809
Asadābād, Afghanistan,AF,34.87311,71.14697
Andkhōy, Afghanistan,AF,36.95293,65.12376
Bāzārak, Afghanistan,AF,35.31292,69.51519
Markaz-e Woluswalī-ye Āchīn, Afghanistan,AF,34.12583,70.70778
Cool űrhajó, Afghanistan,AF,34.26545,67.34516
Saint John’s, Antigua and Barbuda,AG,17.11717,-61.84573
The Valley, Anguilla,AI,18.21704,-63.05783
Sarandë, Albania,AL,39.87556,20.00528
Kukës, Albania,AL,42.07694,20.42194
Korçë, Albania,AL,40.61861,20.78083
Gjirokastër, Albania,AL,40.07583,20.13889
Elbasan, Albania,AL,41.1125,20.08222
Burrel, Albania,AL,41.61028,20.00889
Vlorë, Albania,AL,40.46667,19.48972
Tirana, Albania,AL,41.3275,19.81889
Shkodër, Albania,AL,42.06828,19.51258
Patos Fshat, Albania,AL,40.64278,19.65083
Lushnjë, Albania,AL,40.94194,19.705
Lezhë, Albania,AL,41.78361,19.64361
Laç, Albania,AL,41.63556,19.71306
Kuçovë, Albania,AL,40.80028,19.91667
Krujë, Albania,AL,41.50917,19.79278
Kavajë, Albania,AL,41.18556,19.55694
Fier-Çifçi, Albania,AL,40.71667,19.56667
Fier, Albania,AL,40.72389,19.55611
Durrës, Albania,AL,41.32306,19.44139
Berat, Albania,AL,40.70583,19.95222
Kapan, Armenia,AM,39.20755,46.40576
Goris, Armenia,AM,39.51288,46.33816
Hats’avan, Armenia,AM,39.46405,45.97047
Artashat, Armenia,AM,39.96144,44.54447
Ararat, Armenia,AM,39.83166,44.70489
Yerevan, Armenia,AM,40.18111,44.51361
Ejmiatsin, Armenia,AM,40.16557,44.29462
Spitak, Armenia,AM,40.83221,44.26731
Sevan, Armenia,AM,40.5484,44.94868
Masis, Armenia,AM,40.06762,44.43591
Vanadzor, Armenia,AM,40.80456,44.4939
Gavarr, Armenia,AM,40.35398,45.12386
Hrazdan, Armenia,AM,40.49748,44.7662
Armavir, Armenia,AM,40.15446,44.03815
Gyumri, Armenia,AM,40.7942,43.84528
Ashtarak, Armenia,AM,40.2991,44.36204
Abovyan, Armenia,AM,40.26741,44.62656
Saurimo, Angola,AO,-9.66078,20.39155
Lucapa, Angola,AO,-8.41915,20.74466
Luau, Angola,AO,-10.70727,22.22466
Uíge, Angola,AO,-7.60874,15.06131
Soio, Angola,AO,-6.1349,12.36894
Nzeto, Angola,AO,-7.23116,12.8666
N’dalatando, Angola,AO,-9.29782,14.91162
Mbanza Congo, Angola,AO,-6.26703,14.2401
Malanje, Angola,AO,-9.54015,16.34096
Luanda, Angola,AO,-8.83682,13.23432
Caxito, Angola,AO,-8.57848,13.66425
Cabinda, Angola,AO,-5.55,12.2
Sumbe, Angola,AO,-11.20605,13.84371
Namibe, Angola,AO,-15.19611,12.15222
Menongue, Angola,AO,-14.6585,17.69099
Luena, Angola,AO,-11.78333,19.91667
Lubango, Angola,AO,-14.91717,13.4925
Longonjo, Angola,AO,-12.90667,15.25333
Lobito, Angola,AO,-12.3644,13.53601
Cuito, Angola,AO,-12.38333,16.93333
Huambo, Angola,AO,-12.77611,15.73917
Catumbela, Angola,AO,-12.43002,13.54677
Catabola, Angola,AO,-12.15,17.28333
Camacupa, Angola,AO,-12.01667,17.48333
Caluquembe, Angola,AO,-13.78333,14.68333
Caála, Angola,AO,-12.8525,15.56056
Benguela, Angola,AO,-12.57626,13.40547
Zárate, Argentina,AR,-34.09814,-59.02858
Villa Ocampo, Argentina,AR,-28.48752,-59.35515
Villa Lugano, Argentina,AR,-34.67907,-58.47263
Villaguay, Argentina,AR,-31.8653,-59.02689
Villa Gesell, Argentina,AR,-37.26394,-56.97304
Tigre, Argentina,AR,-34.42603,-58.57962
Tandil, Argentina,AR,-37.32167,-59.13316
San Vicente, Argentina,AR,-26.61667,-54.13333
Santo Tomé, Argentina,AR,-28.54939,-56.04077
Santa Elena, Argentina,AR,-30.94768,-59.78696
San Pedro, Argentina,AR,-26.62207,-54.10842
San Luis del Palmar, Argentina,AR,-27.5079,-58.55454
San Lorenzo, Argentina,AR,-28.13306,-58.76733
San Javier, Argentina,AR,-30.57781,-59.9317
San Isidro, Argentina,AR,-34.47145,-58.50776
Saladas, Argentina,AR,-28.25384,-58.62591
Retiro, Argentina,AR,-34.58333,-58.38333
Resistencia, Argentina,AR,-27.46056,-58.98389
Reconquista, Argentina,AR,-29.15,-59.65
Quilmes, Argentina,AR,-34.72418,-58.25265
Puerto Rico, Argentina,AR,-26.79598,-55.02402
Puerto Iguazú, Argentina,AR,-25.59912,-54.57355
Puerto Esperanza, Argentina,AR,-26.01517,-54.67306
Puerto Eldorado, Argentina,AR,-26.40843,-54.69463
Posadas, Argentina,AR,-27.36708,-55.89608
Pontevedra, Argentina,AR,-34.74974,-58.68697
Pirané, Argentina,AR,-25.73239,-59.10879
Paso de los Libres, Argentina,AR,-29.71251,-57.08771
Oberá, Argentina,AR,-27.48706,-55.11994
Necochea, Argentina,AR,-38.54726,-58.73675
Morón, Argentina,AR,-34.65344,-58.61975
Monte Caseros, Argentina,AR,-30.25359,-57.63626
Montecarlo, Argentina,AR,-26.5662,-54.757
Mercedes, Argentina,AR,-34.65145,-59.43068
Mercedes, Argentina,AR,-29.18186,-58.07895
Mar del Plata, Argentina,AR,-38.00228,-57.55754
Luján, Argentina,AR,-34.57028,-59.105
La Plata, Argentina,AR,-34.92145,-57.95453
La Paz, Argentina,AR,-30.74485,-59.64566
Jardín América, Argentina,AR,-27.04346,-55.22698
Gualeguaychú, Argentina,AR,-33.00937,-58.51722
Gualeguay, Argentina,AR,-33.14156,-59.30966
Goya, Argentina,AR,-29.14003,-59.26256
Gobernador Ingeniero Valentín Virasoro, Argentina,AR,-28.05,-56.03333
General José de San Martín, Argentina,AR,-26.53743,-59.34158
Garupá, Argentina,AR,-27.48171,-55.82921
Formosa, Argentina,AR,-26.17753,-58.17814
Fontana, Argentina,AR,-27.41813,-59.02392
Federal, Argentina,AR,-30.95465,-58.78326
Esquina, Argentina,AR,-30.01444,-59.52719
El Soberbio, Argentina,AR,-27.29847,-54.19877
Dolores, Argentina,AR,-36.31321,-57.67918
Curuzú Cuatiá, Argentina,AR,-29.79171,-58.0546
Corrientes, Argentina,AR,-27.4806,-58.8341
Concordia, Argentina,AR,-31.39296,-58.02089
Concepción del Uruguay, Argentina,AR,-32.48249,-58.23722
Colegiales, Argentina,AR,-34.57365,-58.44924
Chajarí, Argentina,AR,-30.75048,-57.97962
Campana, Argentina,AR,-34.16874,-58.95914
Buenos Aires, Argentina,AR,-34.61315,-58.37723
Barranqueras, Argentina,AR,-27.48299,-58.93579
Azul, Argentina,AR,-36.77698,-59.85854
Avellaneda, Argentina,AR,-29.11761,-59.65834
Aristóbulo del Valle, Argentina,AR,-27.09625,-54.89626
Zapala, Argentina,AR,-38.89916,-70.05442
Yerba Buena, Argentina,AR,-26.81667,-65.31667
Villa Regina, Argentina,AR,-39.1,-67.06667
Villa Paula de Sarmiento, Argentina,AR,-31.4933,-68.53838
Villa Nueva, Argentina,AR,-32.43293,-63.24763
Villa María, Argentina,AR,-32.40751,-63.24016
Villa Dolores, Argentina,AR,-31.94585,-65.18958
Villa Constitución, Argentina,AR,-33.22778,-60.3297
Villa Carlos Paz, Argentina,AR,-31.42414,-64.49778
Villa Ángela, Argentina,AR,-27.57383,-60.71526
Villa Allende, Argentina,AR,-31.29458,-64.29538
Viedma, Argentina,AR,-40.81345,-62.99668
Victoria, Argentina,AR,-32.61841,-60.15478
Vera, Argentina,AR,-29.4593,-60.21261
Venado Tuerto, Argentina,AR,-33.74556,-61.96885
Veinticinco de Mayo, Argentina,AR,-35.4323,-60.17271
Ushuaia, Argentina,AR,-54.8,-68.3
Unquillo, Argentina,AR,-31.23073,-64.31615
Tres Isletas, Argentina,AR,-26.34067,-60.43207
Tres Arroyos, Argentina,AR,-38.37394,-60.27978
Trelew, Argentina,AR,-43.24895,-65.30505
Termas de Río Hondo, Argentina,AR,-27.49362,-64.85972
Tartagal, Argentina,AR,-22.51637,-63.80131
Tafí Viejo, Argentina,AR,-26.73201,-65.25921
Sunchales, Argentina,AR,-30.94404,-61.56148
Santo Tomé, Argentina,AR,-31.66274,-60.7653
Santiago del Estero, Argentina,AR,-27.79511,-64.26149
Santa Rosa, Argentina,AR,-36.61667,-64.28333
Santa Lucía, Argentina,AR,-31.53987,-68.49503
Santa Fe de la Vera Cruz, Argentina,AR,-31.63333,-60.7
San Salvador de Jujuy, Argentina,AR,-24.19457,-65.29712
San Ramón de la Nueva Orán, Argentina,AR,-23.13705,-64.32426
San Rafael, Argentina,AR,-34.61772,-68.33007
San Pedro, Argentina,AR,-24.23127,-64.86614
San Nicolás de los Arroyos, Argentina,AR,-33.33578,-60.22523
San Miguel de Tucumán, Argentina,AR,-26.82414,-65.2226
San Martín de los Andes, Argentina,AR,-40.15789,-71.35337
San Martín, Argentina,AR,-33.08103,-68.46814
San Luis, Argentina,AR,-33.29501,-66.33563
San Justo, Argentina,AR,-30.78913,-60.59189
San Juan, Argentina,AR,-31.5375,-68.53639
San José de Jáchal, Argentina,AR,-30.24057,-68.74693
San Jorge, Argentina,AR,-31.89618,-61.85984
San Francisco, Argentina,AR,-31.42797,-62.08266
San Fernando del Valle de Catamarca, Argentina,AR,-28.46957,-65.78524
San Antonio Oeste, Argentina,AR,-40.73193,-64.94769
Salta, Argentina,AR,-24.7859,-65.41166
Rufino, Argentina,AR,-34.26827,-62.71262
Rosario, Argentina,AR,-32.94682,-60.63932
Río Tercero, Argentina,AR,-32.17301,-64.11405
Río Segundo, Argentina,AR,-31.6526,-63.9099
Río Gallegos, Argentina,AR,-51.62261,-69.21813
Río Cuarto, Argentina,AR,-33.13067,-64.34992
Río Ceballos, Argentina,AR,-31.16486,-64.32241
Rawson, Argentina,AR,-43.30016,-65.10228
Rafaela, Argentina,AR,-31.25033,-61.4867
Quitilipi, Argentina,AR,-26.86913,-60.21683
Punta Alta, Argentina,AR,-38.87588,-62.07359
Puerto Madryn, Argentina,AR,-42.7692,-65.03851
Presidencia Roque Sáenz Peña, Argentina,AR,-26.78522,-60.43876
Pocito, Argentina,AR,-31.68333,-68.58333
Plottier, Argentina,AR,-38.96667,-68.23333
Pergamino, Argentina,AR,-33.88995,-60.57357
Pérez, Argentina,AR,-32.99835,-60.76791
Paraná, Argentina,AR,-31.73197,-60.5238
Palpalá, Argentina,AR,-24.25647,-65.21163
Olavarría, Argentina,AR,-36.89272,-60.32254
Nueve de Julio, Argentina,AR,-35.44437,-60.88313
Neuquén, Argentina,AR,-38.95161,-68.0591
Morteros, Argentina,AR,-30.71164,-61.99862
Monteros, Argentina,AR,-27.16741,-65.49832
Mendoza, Argentina,AR,-32.89084,-68.82717
Marcos Juárez, Argentina,AR,-32.6978,-62.10672
Machagai, Argentina,AR,-26.92614,-60.04955
Lincoln, Argentina,AR,-34.86649,-61.5302
Libertador General San Martín, Argentina,AR,-23.80644,-64.78757
Las Breñas, Argentina,AR,-27.08966,-61.08161
La Rioja, Argentina,AR,-29.41105,-66.85067
La Falda, Argentina,AR,-31.08841,-64.48987
La Calera, Argentina,AR,-31.34377,-64.33529
Laboulaye, Argentina,AR,-34.12662,-63.39119
Junín, Argentina,AR,-34.58382,-60.94332
Joaquín V. González, Argentina,AR,-25.08333,-64.18333
Jesús María, Argentina,AR,-30.98153,-64.09424
Granadero Baigorria, Argentina,AR,-32.85683,-60.71754
Gobernador Gálvez, Argentina,AR,-33.03016,-60.64045
General Roca, Argentina,AR,-39.03333,-67.58333
General Pinedo, Argentina,AR,-27.31667,-61.28333
General Pico, Argentina,AR,-35.65662,-63.75682
General Enrique Mosconi, Argentina,AR,-22.59588,-63.81255
Gálvez, Argentina,AR,-32.02927,-61.22103
Firmat, Argentina,AR,-33.45937,-61.4832
Famaillá, Argentina,AR,-27.05413,-65.40329
Esquel, Argentina,AR,-42.91147,-71.31947
Esperanza, Argentina,AR,-31.4488,-60.93173
Embarcación, Argentina,AR,-23.20898,-64.09605
Embalse, Argentina,AR,-32.18,-64.41809
El Bolsón, Argentina,AR,-41.96051,-71.53336
Diamante, Argentina,AR,-32.06641,-60.63837
Deán Funes, Argentina,AR,-30.42036,-64.34984
Cutral-Có, Argentina,AR,-38.93424,-69.23052
Cruz del Eje, Argentina,AR,-30.72644,-64.80387
Crespo, Argentina,AR,-32.02873,-60.30658
Cosquín, Argentina,AR,-31.24508,-64.46563
Coronel Suárez, Argentina,AR,-37.45467,-61.93343
Coronda, Argentina,AR,-31.97263,-60.91983
Córdoba, Argentina,AR,-31.4135,-64.18105
Comodoro Rivadavia, Argentina,AR,-45.86413,-67.49656
Cipolletti, Argentina,AR,-38.93392,-67.99032
Cinco Saltos, Argentina,AR,-38.82225,-68.06293
Chivilcoy, Argentina,AR,-34.89566,-60.01667
Chimbas, Argentina,AR,-31.48333,-68.53333
Chilecito, Argentina,AR,-29.16195,-67.4974
Charata, Argentina,AR,-27.21438,-61.18795
Chacabuco, Argentina,AR,-34.64167,-60.47389
Centenario, Argentina,AR,-38.82955,-68.1318
Caucete, Argentina,AR,-31.65179,-68.28105
Catriel, Argentina,AR,-37.87907,-67.7956
Castelli, Argentina,AR,-25.94679,-60.61947
Casilda, Argentina,AR,-33.04417,-61.16806
Carcarañá, Argentina,AR,-32.85679,-61.15331
Capitán Bermúdez, Argentina,AR,-32.82262,-60.71852
Cañada de Gómez, Argentina,AR,-32.81636,-61.39493
Caleta Olivia, Argentina,AR,-46.43929,-67.52814
Bell Ville, Argentina,AR,-32.62591,-62.68873
Bella Vista, Argentina,AR,-27.03424,-65.30196
Bahía Blanca, Argentina,AR,-38.71959,-62.27243
Arroyo Seco, Argentina,AR,-33.15489,-60.50863
Arroyito, Argentina,AR,-31.42022,-63.05002
Añatuya, Argentina,AR,-28.46064,-62.83472
Alta Gracia, Argentina,AR,-31.65292,-64.42826
Allen, Argentina,AR,-38.97736,-67.82714
Alderetes, Argentina,AR,-26.81667,-65.13333
Albardón, Argentina,AR,-31.43722,-68.52556
Aguilares, Argentina,AR,-27.4338,-65.61427
Villa Santa Rita, Argentina,AR,-34.61082,-58.481
Villa Mercedes, Argentina,AR,-33.67571,-65.45783
San Carlos de Bariloche, Argentina,AR,-41.14557,-71.30822
Adrogué, Argentina,AR,-34.80041,-58.38384
Pago Pago, American Samoa,AS,-14.27806,-170.7025
Wolfsberg, Austria,AT,46.84056,14.84417
Wiener Neustadt, Austria,AT,47.8,16.25
Vienna, Austria,AT,48.20849,16.37208
Wels, Austria,AT,48.16667,14.03333
Weinzierl bei Krems, Austria,AT,48.4,15.6
Villach, Austria,AT,46.61028,13.85583
Traun, Austria,AT,48.22656,14.23459
Traiskirchen, Austria,AT,48.01485,16.29324
Ternitz, Austria,AT,47.71565,16.03575
Steyr, Austria,AT,48.04274,14.42127
Spittal an der Drau, Austria,AT,46.8,13.5
Schwechat, Austria,AT,48.13333,16.46667
Sankt Pölten, Austria,AT,48.2,15.63333
Salzburg, Austria,AT,47.79941,13.04399
Saalfelden am Steinernen Meer, Austria,AT,47.42681,12.848
Mödling, Austria,AT,48.08605,16.28921
Lustenau, Austria,AT,47.42642,9.65851
Linz, Austria,AT,48.30639,14.28611
Leonding, Austria,AT,48.27965,14.2533
Leoben, Austria,AT,47.3765,15.09144
Kufstein, Austria,AT,47.58333,12.16667
Krems an der Donau, Austria,AT,48.40921,15.61415
Klosterneuburg, Austria,AT,48.30521,16.32522
Klagenfurt am Wörthersee, Austria,AT,46.62472,14.30528
Kapfenberg, Austria,AT,47.44458,15.29331
Innsbruck, Austria,AT,47.26266,11.39454
Hallein, Austria,AT,47.68333,13.1
Graz, Austria,AT,47.06667,15.45
Feldkirch, Austria,AT,47.23306,9.6
Dornbirn, Austria,AT,47.41427,9.74195
Bregenz, Austria,AT,47.50311,9.7471
Braunau am Inn, Austria,AT,48.25628,13.04343
Baden, Austria,AT,48.00543,16.23264
Amstetten, Austria,AT,48.1229,14.87206
Ansfelden, Austria,AT,47.965,13.04944
Whyalla, Australia,AU,-33.03268,137.56483
Rockingham, Australia,AU,-32.27682,115.72978
Prospect, Australia,AU,-34.88241,138.5933
Port Hedland, Australia,AU,-20.31215,118.61059
Perth, Australia,AU,-31.95224,115.8614
Murray Bridge, Australia,AU,-35.11986,139.27345
Mount Isa, Australia,AU,-20.72523,139.49727
Morphett Vale, Australia,AU,-35.13333,138.51667
Mandurah, Australia,AU,-32.5269,115.7217
Kwinana, Australia,AU,-32.23013,115.78128
Kalgoorlie, Australia,AU,-30.74614,121.4742
Gosnells, Australia,AU,-32.081,116.0054
Geraldton, Australia,AU,-28.77897,114.61459
Gawler, Australia,AU,-34.60251,138.74902
Fremantle, Australia,AU,-32.05,115.76667
Darwin, Australia,AU,-12.46113,130.84185
Busselton, Australia,AU,-33.65249,115.3455
Bunbury, Australia,AU,-33.32711,115.64137
Armadale, Australia,AU,-32.14607,116.0093
Alice Springs, Australia,AU,-23.69748,133.88362
Albany, Australia,AU,-35.0031,117.86595
Adelaide, Australia,AU,-34.92866,138.59863
Woodridge, Australia,AU,-27.63333,153.1
Wodonga, Australia,AU,-36.12179,146.88809
Werribee, Australia,AU,-37.9,144.66667
Warrnambool, Australia,AU,-38.38176,142.48799
Wantirna South, Australia,AU,-37.88333,145.21667
Wangaratta, Australia,AU,-36.35846,146.32056
Wagga Wagga, Australia,AU,-35.12577,147.35375
Traralgon, Australia,AU,-38.19528,146.5415
Townsville, Australia,AU,-19.26639,146.80569
Toowoomba, Australia,AU,-27.56056,151.95386
Thornbury, Australia,AU,-37.75,145
Thomastown, Australia,AU,-37.68333,145.01667
Tarneit, Australia,AU,-37.86667,144.66667
Taree, Australia,AU,-31.91099,152.45387
Tamworth, Australia,AU,-31.09048,150.92905
Sydney, Australia,AU,-33.86785,151.20732
Surfers Paradise, Australia,AU,-28.00274,153.42999
Sunnybank, Australia,AU,-27.58333,153.05
Sunbury, Australia,AU,-37.57742,144.72607
Port Stephens, Australia,AU,-32.71314,152.06623
Springvale, Australia,AU,-37.94853,145.15274
Southport, Australia,AU,-27.96724,153.39796
South Grafton, Australia,AU,-29.7076,152.92627
Shepparton, Australia,AU,-36.38047,145.39867
Seaford, Australia,AU,-38.1,145.13333
Saint Kilda, Australia,AU,-37.8676,144.98099
Saint Albans, Australia,AU,-37.73333,144.8
Rowville, Australia,AU,-37.93333,145.23333
Rockhampton, Australia,AU,-23.38032,150.50595
Richmond, Australia,AU,-37.81819,145.00176
Reservoir, Australia,AU,-37.71667,145
Queanbeyan, Australia,AU,-35.35493,149.232
Quakers Hill, Australia,AU,-33.73333,150.88333
Preston, Australia,AU,-37.75,145.01667
Port Macquarie, Australia,AU,-31.43084,152.90894
Point Cook, Australia,AU,-37.91482,144.75088
Pakenham South, Australia,AU,-38.13333,145.51667
Orange, Australia,AU,-33.28397,149.10018
Nowra, Australia,AU,-34.88422,150.60036
Northcote, Australia,AU,-37.76667,145
Noble Park, Australia,AU,-37.96667,145.16667
Newcastle, Australia,AU,-32.92715,151.77647
Nerang, Australia,AU,-27.98941,153.33633
Narre Warren, Australia,AU,-38.03333,145.3
Narangba, Australia,AU,-27.20338,152.95923
Mulgrave, Australia,AU,-37.91667,145.2
Mount Martha, Australia,AU,-38.26667,145.01667
Mount Gambier, Australia,AU,-37.8318,140.77919
Mount Eliza, Australia,AU,-38.18333,145.08333
Mosman, Australia,AU,-33.83902,151.23956
Mornington, Australia,AU,-38.21792,145.03876
Morayfield, Australia,AU,-27.10876,152.94907
Moe, Australia,AU,-38.17828,146.26099
Mill Park, Australia,AU,-37.66667,145.06667
Mildura, Australia,AU,-34.18551,142.16251
Melton, Australia,AU,-37.68339,144.58543
Melbourne, Australia,AU,-37.814,144.96332
Maryborough, Australia,AU,-25.54073,152.70493
Marrickville, Australia,AU,-33.90318,151.15176
Maroubra, Australia,AU,-33.95,151.23333
Maitland, Australia,AU,-32.73308,151.5574
Mackay, Australia,AU,-21.15345,149.16554
Liverpool, Australia,AU,-33.9,150.93333
Lismore, Australia,AU,-28.81354,153.2773
Lilydale, Australia,AU,-37.75,145.35
Launceston, Australia,AU,-41.43876,147.13467
Lara, Australia,AU,-38.02388,144.40617
Langwarrin, Australia,AU,-38.16667,145.16667
Lalor, Australia,AU,-37.66667,145.01667
Keysborough, Australia,AU,-37.99116,145.17385
Kew, Australia,AU,-37.80639,145.03086
Katoomba, Australia,AU,-33.71977,150.30739
Hornsby, Australia,AU,-33.70244,151.09931
Hobart, Australia,AU,-42.87936,147.32941
Hawthorn South, Australia,AU,-37.83333,145.05
Hampton Park, Australia,AU,-38.03333,145.25
Griffith, Australia,AU,-34.28853,146.05093
Greensborough, Australia,AU,-37.70462,145.10302
Granville, Australia,AU,-33.83333,151.01667
Goulburn, Australia,AU,-34.75155,149.72086
Gold Coast, Australia,AU,-28.00029,153.43088
Glenroy, Australia,AU,-37.7,144.93333
Glenferrie, Australia,AU,-37.83333,145.05
Gladstone, Australia,AU,-23.84852,151.25775
Geelong, Australia,AU,-38.14711,144.36069
Frankston East, Australia,AU,-38.13333,145.13333
Frankston, Australia,AU,-38.14458,145.12291
Forster, Australia,AU,-32.18136,152.51715
Essendon, Australia,AU,-37.76667,144.91667
Epping, Australia,AU,-37.65,145.03333
Epping, Australia,AU,-33.77271,151.08184
Engadine, Australia,AU,-34.06564,151.01266
Eltham, Australia,AU,-37.73333,145.15
Echuca, Australia,AU,-36.14057,144.75185
Earlwood, Australia,AU,-33.95,151.1
Dubbo, Australia,AU,-32.24295,148.60484
Doncaster East, Australia,AU,-37.78761,145.14888
Doncaster, Australia,AU,-37.78828,145.12373
Devonport, Australia,AU,-41.17695,146.35152
Deer Park, Australia,AU,-37.76667,144.78333
Deception Bay, Australia,AU,-27.19354,153.02631
Dandenong, Australia,AU,-37.98333,145.2
Cronulla, Australia,AU,-34.06251,151.14961
Cranbourne, Australia,AU,-38.1,145.28333
Cranbourne, Australia,AU,-38.11342,145.28326
Craigieburn, Australia,AU,-37.6,144.95
Coffs Harbour, Australia,AU,-30.29626,153.11351
Coburg, Australia,AU,-37.75,144.96667
Clayton, Australia,AU,-37.91667,145.11667
Wollongong, Australia,AU,-34.424,150.89345
Cessnock, Australia,AU,-32.83211,151.35623
Castle Hill, Australia,AU,-33.73333,151
Carrum Downs, Australia,AU,-38.09968,145.17248
Carnegie, Australia,AU,-37.88333,145.06667
Carlingford, Australia,AU,-33.78269,151.04888
Caringbah, Australia,AU,-34.04726,151.12051
Canberra, Australia,AU,-35.28346,149.12807
Camberwell, Australia,AU,-37.84205,145.0694
Caloundra, Australia,AU,-26.80346,153.12195
Cairns, Australia,AU,-16.92304,145.76625
Caboolture, Australia,AU,-27.08465,152.9511
Burnie, Australia,AU,-41.05584,145.90375
Bundaberg, Australia,AU,-24.86621,152.3479
Buderim, Australia,AU,-26.68443,153.05705
Brunswick, Australia,AU,-37.76667,144.96667
Broken Hill, Australia,AU,-31.96173,141.45998
Brisbane, Australia,AU,-27.46794,153.02809
Boronia, Australia,AU,-37.86667,145.28333
Blacktown, Australia,AU,-33.76667,150.91667
Berwick, Australia,AU,-38.03333,145.35
Bendigo, Australia,AU,-36.75818,144.28024
Baulkham Hills, Australia,AU,-33.75881,150.99292
Bathurst, Australia,AU,-33.41665,149.5806
Banora Point, Australia,AU,-28.21298,153.53634
Bankstown, Australia,AU,-33.91667,151.03333
Ballarat, Australia,AU,-37.56622,143.84957
Auburn, Australia,AU,-33.85,151.03333
Ashfield, Australia,AU,-33.88834,151.12274
Armidale, Australia,AU,-30.50828,151.67123
Albury, Australia,AU,-36.07494,146.92394
South Brisbane, Australia,AU,-27.48034,153.02049
Cheltenham, Australia,AU,-37.96944,145.04806
Randwick, Australia,AU,-33.91439,151.24895
Dee Why, Australia,AU,-33.75,151.3
Umina, Australia,AU,-33.52314,151.31325
Palmerston, Australia,AU,-12.48602,130.9833
Bracken Ridge, Australia,AU,-27.3171,153.03097
North Ryde, Australia,AU,-33.79677,151.12436
Hoppers Crossing, Australia,AU,-37.88264,144.7003
Logan City, Australia,AU,-27.63917,153.10944
Carindale, Australia,AU,-27.50578,153.10236
Paramatta, Australia,AU,-33.8178,151.00348
Ferntree Gully, Australia,AU,-37.88461,145.29539
City of Parramatta, Australia,AU,-33.81667,151
Adelaide Hills, Australia,AU,-34.91119,138.70735
Canning Vale, Australia,AU,-32.05799,115.91814
Glenmore Park, Australia,AU,-33.79068,150.6693
Glen Iris, Australia,AU,-37.85995,145.05489
Balwyn North, Australia,AU,-37.79086,145.09386
